snap,time_value,CloudCord_X,CloudCord_Y,CloudCord_Z,CloudVel_X,CloudVel_Y,CloudVel_Z,Peak_Density
180,2.2125,230.45281249646015,189.99957407521725,67.98312809040999,-1.1921081577182953,-4.967654385320805,1.1475207259743354,13827.650940611862
175,2.15,230.5113526583991,190.39451136433226,67.96393121656554,-1.2062231168383162,-5.048180184420513,1.1143880822131564,12253.310248919077
170,2.0875,230.55749291074213,190.78657001152624,67.89625731114515,-1.2147584894525703,-5.1559837166802565,1.0925329830291188,9577.636726307164
165,2.025,230.639840234677,191.24997834900063,67.78992861142683,-1.2189818019056013,-5.264680071957062,1.1067208520573633,6316.480337838065
160,1.9625000000000001,230.82971034477666,191.60718216171742,67.7829500659125,-1.23853683084152,-5.391115956449785,1.1225174381755585,5008.762176990938
155,1.9000000000000001,230.8531498220163,192.02143136298596,67.69533707007284,-1.2170350677690625,-5.434816577624142,1.1770211014395677,3927.502989519988
150,1.8375000000000001,230.8900416424889,192.31748867289295,67.59823060296618,-1.2243357506485084,-5.566796836740459,1.1930604297673262,3224.2998050896376
145,1.7750000000000001,231.05860639326144,192.08424002338745,66.64450090033708,-1.2145448939776269,-5.625526552591384,1.2473235224976644,2761.5124919692294
140,1.7125000000000001,230.98713693820295,192.21813368854794,66.18136720572826,-0.9909918346725441,-5.326944447276235,1.6396978915622427,7911.544229362529
135,1.6500000000000001,230.29219665265646,192.68961642790873,66.00584596878244,-0.9149762610939116,-5.413310699288111,1.8174520367173614,7074.247166397606
130,1.5875000000000001,230.64434570148578,192.8309947918943,66.19275884259844,-0.9486970144507548,-5.539201431461855,1.8426435272419681,5665.761226129019
125,1.5250000000000001,230.68554791314608,193.1639656207107,66.10932148678643,-0.9791788495661133,-5.579650758650332,1.819750615839778,6138.986743943595
120,1.5,230.59964616127667,193.2884197949116,66.06685718817235,-0.9882044123951447,-5.6265578728470045,1.7922789760639466,5963.650622901403
115,1.4375,230.6949798447228,193.6621803090527,65.95706294982622,-0.9952987982470587,-5.618640550702151,1.8910291440436622,5366.260791714343
110,1.375,231.4264559748362,194.27951326945552,66.04716163522349,-0.9864497217303074,-5.639484007925527,1.9333803454990317,5035.0260577907875
105,1.3125,231.81633847407414,194.76654628991918,65.99659605932968,-0.9228584936432322,-5.662125386604919,1.780813582341309,4928.949598409953
100,1.25,231.83441083947758,195.08218318249925,65.90229070100568,-0.8453186105040508,-5.57687327716104,1.764671820132325,4434.86189325624
095,1.1875,230.99915294274672,195.01218174207438,65.43793683246159,-0.8430915340964851,-5.631010891956562,1.7878324217503114,4025.986484301693
090,1.125,231.0686727279794,195.37824360721282,65.3189543076408,-0.9096606978091738,-5.699810277820575,2.1709221185751795,3999.726374544607
085,1.0625,231.1413648759921,195.7507784309496,65.14372808167464,-0.8867959502332897,-5.706939133243169,2.223832801197622,3446.522995404707
080,1.0,231.21124111309004,196.13134970078073,65.01809711430911,-0.8618628001997799,-5.739670619339298,2.2627346424094497,2895.6070476321916
075,0.9375,231.22696190619925,196.4949760438946,64.91556281389451,-0.8488333883772563,-5.770160749596346,2.2831396429924875,2568.053324020628
070,0.875,231.31872738789176,196.89356741687823,64.79430258405955,-0.8551003989794445,-5.792607044003495,2.319391858108142,2238.103112175636
